,Date,PMI,NMI,Consumer_sen,building_permits,Unemployment,Non_Farm,Initial_Claims,Continuing_Claims,SnP500,VIX,Net_Export,int_spread,Real_GDP,GDP_Growth_Rate
579,1996-05-31,49.1,,89.4,1457.0,7423.0,119486.0,344500.0,2590500.0,661.2304545454547,16.14636363636364,,1.5,,
580,1996-06-30,53.6,,92.4,1429.0,7095.0,119769.0,342200.0,2548000.0,668.4989999999999,16.395000000000003,-93.709,1.64,10998.322,6.8
581,1996-07-31,49.7,,94.7,1450.0,7337.0,120015.0,337000.0,2490000.0,644.0704545454546,17.978636363636358,,1.47,,
582,1996-08-31,51.6,,95.3,1413.0,6882.0,120199.0,331800.0,2494400.0,662.6822727272727,15.760454545454547,,1.42,,
583,1996-09-30,51.1,,94.7,1392.0,6979.0,120410.0,342750.0,2473000.0,674.8855000000001,16.578000000000007,-114.18,1.53,11096.976,3.6
584,1996-10-31,50.5,,96.5,1358.0,7031.0,120665.0,339000.0,2460250.0,701.4556521739131,16.38173913043478,,1.29,,
585,1996-11-30,53.0,,99.2,1412.0,7236.0,120961.0,336400.0,2428600.0,735.6690000000001,15.996999999999995,,0.89,,
586,1996-12-31,55.2,,96.9,1411.0,7253.0,121143.0,353500.0,2487750.0,743.2490476190478,19.260952380952382,-88.822,1.01,11212.205,4.2
587,1997-01-31,53.8,,97.4,1382.0,7158.0,121363.0,339000.0,2487750.0,766.2168181818182,19.47318181818182,,1.33,,
588,1997-02-28,53.1,,99.7,1445.0,7102.0,121675.0,320750.0,2415000.0,798.3842105263159,20.13947368421053,,1.23,,
589,1997-03-31,53.8,,100.0,1436.0,7000.0,121990.0,319400.0,2347600.0,792.1555000000001,20.169999999999995,-108.839,1.3,11284.587,2.6
590,1997-04-30,53.7,,101.4,1421.0,6873.0,122286.0,327000.0,2324250.0,763.9281818181819,19.662272727272725,,1.38,,
591,1997-05-31,56.1,,103.2,1414.0,6655.0,122546.0,323800.0,2302800.0,833.0914285714287,19.924761904761905,,1.21,,
592,1997-06-30,54.9,,104.5,1402.0,6799.0,122814.0,325500.0,2295500.0,876.2861904761904,20.194285714285712,-85.201,0.93,11472.137,6.8
593,1997-07-31,57.7,,107.1,1440.0,6655.0,123111.0,320250.0,2269500.0,925.2945454545456,20.529090909090908,,0.7,,
594,1997-08-31,56.3,62.0,104.4,1449.0,6608.0,123093.0,330200.0,2272400.0,927.7357142857143,23.084761904761905,,0.76,,
595,1997-09-30,53.9,56.2,106.0,1494.0,6656.0,123585.0,315250.0,2234750.0,937.0242857142858,23.812380952380956,-96.831,0.67,11615.636,5.1
596,1997-10-31,56.4,56.6,105.6,1499.0,6454.0,123929.0,310000.0,2215500.0,951.1595652173912,23.870869565217394,,0.53,,
597,1997-11-30,55.7,58.5,107.2,1469.0,6308.0,124235.0,314600.0,2215000.0,938.9236842105265,32.03473684210526,,0.36,,
598,1997-12-31,54.5,,102.1,1456.0,6476.0,124549.0,313250.0,2235250.0,962.3654545454544,26.276363636363637,-117.014,0.31,11715.393,3.5
599,1998-01-31,53.8,,106.6,1555.0,6368.0,124812.0,321200.0,2275200.0,963.359,23.866499999999995,,-0.02,,
600,1998-02-28,52.9,56.2,110.4,1647.0,6306.0,125016.0,319000.0,2224250.0,1023.742105263158,19.998947368421053,,0.06,,
601,1998-03-31,52.9,54.7,106.5,1605.0,6422.0,125164.0,315000.0,2221750.0,1076.8277272727273,20.158636363636365,-135.215,0.16,11832.486,4.1
602,1998-04-30,52.2,54.9,108.7,1547.0,5941.0,125442.0,311000.0,2182500.0,1112.1961904761904,22.02857142857143,,0.19,,
603,1998-05-31,50.9,56.2,106.5,1554.0,6047.0,125844.0,311200.0,2134600.0,1108.417,20.874,,0.16,,
604,1998-06-30,48.9,55.1,105.6,1551.0,6212.0,126076.0,338000.0,2214250.0,1108.3895454545457,21.66272727272727,-162.331,-0.06,11942.032,3.8
605,1998-07-31,49.2,55.8,105.2,1610.0,6259.0,126205.0,333000.0,2333750.0,1156.5772727272727,19.930000000000003,,-0.08,,
606,1998-08-31,49.3,53.5,104.4,1654.0,6179.0,126544.0,312600.0,2237600.0,1074.620476190476,31.58809523809524,,-0.21,,
607,1998-09-30,48.7,55.0,100.9,1577.0,6300.0,126752.0,304000.0,2153000.0,1020.64,38.20476190476191,-174.634,-0.7,12091.614,5.1
608,1998-10-31,48.7,53.8,97.4,1719.0,6280.0,126954.0,310600.0,2164400.0,1032.4699999999998,36.60818181818182,,-0.54,,
609,1998-11-30,48.2,52.6,102.7,1672.0,6100.0,127231.0,316000.0,2203750.0,1144.4335,26.222999999999995,,0.0,,
610,1998-12-31,46.8,55.5,100.5,1742.0,6032.0,127596.0,316000.0,2220250.0,1190.0509090909093,25.479090909090907,-178.663,-0.03,12287.0,6.6
611,1999-01-31,50.6,55.6,103.9,1732.0,5976.0,127702.0,326200.0,2287200.0,1248.774736842105,28.03526315789474,,0.09,,
612,1999-02-28,51.7,54.4,108.1,1720.0,6111.0,128120.0,301500.0,2240500.0,1246.5821052631577,28.82263157894737,,0.24,,
613,1999-03-31,52.4,55.3,105.7,1665.0,5783.0,128227.0,302750.0,2227000.0,1281.6639130434783,25.3095652173913,-207.731,0.42,12403.293,3.8
614,1999-04-30,52.3,55.5,104.6,1600.0,6004.0,128597.0,308500.0,2237500.0,1334.7566666666667,23.478571428571428,,0.44,,
615,1999-05-31,54.3,55.3,106.8,1640.0,5796.0,128808.0,301600.0,2214400.0,1332.074,26.204499999999996,,0.8,,
616,1999-06-30,55.8,56.7,107.3,1702.0,5951.0,129089.0,294000.0,2192250.0,1322.5527272727272,23.626363636363635,-244.668,1.14,12498.694,3.1
617,1999-07-31,53.6,56.2,106.0,1682.0,6025.0,129414.0,298000.0,2193200.0,1380.99,21.04904761904762,,0.8,,
618,1999-08-31,54.8,56.4,104.5,1671.0,5838.0,129569.0,290750.0,2180250.0,1327.4886363636365,24.323636363636357,,0.87,,
619,1999-09-30,57.0,56.2,107.2,1551.0,5915.0,129772.0,289500.0,2162000.0,1318.1719047619047,24.541428571428572,-275.3,0.7,12662.385,5.3
620,1999-10-31,57.2,57.6,103.2,1649.0,5778.0,130177.0,290400.0,2102800.0,1300.01,24.02142857142857,,0.91,,
621,1999-11-30,58.1,54.9,107.2,1672.0,5716.0,130466.0,281750.0,2085750.0,1391.0028571428568,21.818095238095236,,0.61,,
622,1999-12-31,57.8,52.9,105.4,1683.0,5653.0,130772.0,278500.0,2097250.0,1428.6840909090909,22.159090909090907,-295.638,0.98,12877.593,7.0
623,2000-01-31,56.7,56.6,112.0,1727.0,5708.0,131005.0,288400.0,2109800.0,1425.5855,23.201999999999998,,1.21,,
624,2000-02-29,55.8,56.2,111.3,1692.0,5858.0,131124.0,293750.0,2147500.0,1388.8745,23.5955,,0.79,,
625,2000-03-31,54.9,57.4,107.1,1651.0,5733.0,131596.0,274750.0,2079000.0,1442.212608695652,22.71826086956522,-352.106,0.41,12924.179,1.5
626,2000-04-30,54.7,58.0,109.2,1597.0,5481.0,131888.0,271600.0,2015400.0,1461.355263157895,27.164210526315788,,-0.03,,
627,2000-05-31,53.2,57.7,110.7,1543.0,5758.0,132105.0,282250.0,1989500.0,1418.4795454545454,26.373181818181816,,0.17,,
628,2000-06-30,51.4,56.9,106.4,1572.0,5651.0,132061.0,291000.0,2028250.0,1461.959090909091,21.54,-358.736,-0.43,13160.842,7.5
629,2000-07-31,52.5,55.3,108.3,1542.0,5747.0,132236.0,295000.0,2085600.0,1473.0024999999998,19.893,,-0.49,,
630,2000-08-31,49.9,57.6,107.3,1552.0,5853.0,132230.0,312750.0,2117250.0,1485.4582608695653,18.088695652173914,,-0.67,,
631,2000-09-30,49.7,56.7,106.8,1570.0,5625.0,132353.0,300200.0,2119600.0,1468.0539999999999,19.687500000000004,-387.846,-0.72,13178.419,0.5
632,2000-10-31,48.7,56.7,105.8,1577.0,5534.0,132351.0,301000.0,2116250.0,1390.144090909091,25.2,,-0.77,,
633,2000-11-30,48.5,56.2,107.6,1614.0,5639.0,132556.0,334250.0,2211250.0,1375.037619047619,26.38285714285714,,-0.79,,
634,2000-12-31,43.9,56.9,98.4,1543.0,5634.0,132709.0,346000.0,2306400.0,1330.9295000000002,26.5305,-401.511,-1.16,13260.506,2.5
635,2001-01-31,42.3,51.6,94.7,1699.0,6023.0,132698.0,340000.0,2395750.0,1335.6390476190475,24.918571428571425,,-0.82,,
636,2001-02-28,42.1,51.3,90.6,1656.0,6089.0,132789.0,371250.0,2486500.0,1305.7515789473684,23.411578947368422,,-0.39,,
637,2001-03-31,43.1,50.7,91.5,1659.0,6141.0,132747.0,387200.0,2585400.0,1185.8500000000001,28.49681818181818,-390.755,-0.42,13222.69,-1.1
638,2001-04-30,42.7,48.3,88.4,1666.0,6271.0,132463.0,396750.0,2697250.0,1189.837,28.134000000000004,,0.34,,
639,2001-05-31,41.3,49.0,92.0,1665.0,6226.0,132410.0,394500.0,2819250.0,1270.3686363636364,22.944090909090907,,1.18,,
640,2001-06-30,43.2,50.1,92.6,1626.0,6484.0,132299.0,397200.0,2947400.0,1238.7104761904761,20.940476190476186,-358.543,1.31,13299.984,2.4
641,2001-07-31,43.5,48.1,92.4,1598.0,6583.0,132177.0,398000.0,3030750.0,1204.449523809524,22.316190476190474,,1.47,,
642,2001-08-31,46.3,46.9,91.5,1615.0,7042.0,132028.0,398000.0,3120000.0,1178.5039130434782,21.861739130434785,,1.32,,
643,2001-09-30,46.2,49.5,81.8,1565.0,7142.0,131771.0,435000.0,3262200.0,1044.644,35.065333333333335,-365.976,1.66,13244.784,-1.7
644,2001-10-31,40.8,44.8,82.7,1566.0,7694.0,131454.0,480750.0,3527500.0,1076.5904347826088,32.721304347826084,,2.08,,
645,2001-11-30,44.1,48.2,83.9,1651.0,8003.0,131142.0,447500.0,3656500.0,1129.6833333333334,26.63095238095238,,2.56,,
646,2001-12-31,45.3,54.0,88.8,1680.0,8258.0,130982.0,416800.0,3589400.0,1144.9299999999998,23.72,-356.441,3.27,13280.859,1.1
647,2002-01-31,47.5,48.9,93.0,1665.0,8182.0,130852.0,408500.0,3550500.0,1140.2076190476191,22.25285714285714,,3.31,,
648,2002-02-28,50.7,52.7,90.7,1787.0,8215.0,130736.0,399000.0,3554250.0,1100.668947368421,22.87578947368421,,3.17,,
649,2002-03-31,52.4,52.8,95.7,1691.0,8304.0,130717.0,415400.0,3610800.0,1153.791,18.984999999999996,-372.592,3.55,13397.002,3.5
650,2002-04-30,52.4,53.5,93.0,1669.0,8599.0,130623.0,429250.0,3689250.0,1112.0345454545452,19.900454545454547,,3.46,,
651,2002-05-31,53.1,54.8,96.9,1716.0,8399.0,130634.0,409000.0,3712000.0,1079.2672727272727,20.087727272727275,,3.41,,
652,2002-06-30,53.6,52.5,92.4,1758.0,8393.0,130684.0,387200.0,3635200.0,1014.0479999999998,25.271000000000004,-415.681,3.18,13478.152,2.4
653,2002-07-31,50.2,50.4,88.1,1738.0,8390.0,130590.0,386000.0,3504250.0,903.5854545454545,34.04954545454545,,2.92,,
654,2002-08-31,50.3,50.9,87.6,1695.0,8304.0,130587.0,393600.0,3516800.0,912.5522727272728,33.74272727272727,,2.52,,
655,2002-09-30,50.5,52.3,86.1,1803.0,8251.0,130501.0,409500.0,3555000.0,867.8120000000001,37.6475,-432.521,2.12,13538.072,1.8
656,2002-10-31,49.0,51.4,80.6,1799.0,8307.0,130628.0,407500.0,3555750.0,854.6313043478261,35.24304347826087,,2.19,,
657,2002-11-30,48.5,52.9,84.2,1771.0,8520.0,130615.0,392200.0,3482400.0,909.927,28.175000000000004,,2.71,,
658,2002-12-31,51.6,49.7,86.7,1896.0,8640.0,130472.0,414250.0,3482750.0,899.1785714285712,28.21047619047619,-480.814,2.79,13559.032,0.6
659,2003-01-31,51.3,53.3,82.4,1808.0,8520.0,130580.0,395000.0,3414500.0,895.8361904761905,27.424285714285713,,2.81,,
660,2003-02-28,48.8,52.6,79.9,1854.0,8618.0,130444.0,411000.0,3437000.0,837.6189473684211,32.218421052631584,,2.64,,
661,2003-03-31,46.3,49.1,77.6,1757.0,8588.0,130232.0,427400.0,3540800.0,846.6214285714287,30.634285714285717,-504.852,2.56,13634.253,2.2
662,2003-04-30,46.1,50.1,86.0,1803.0,8842.0,130177.0,436250.0,3629750.0,890.0257142857141,23.991904761904756,,2.7,,
663,2003-05-31,49.0,52.8,92.1,1835.0,8957.0,130196.0,424000.0,3719200.0,935.9628571428572,20.239523809523813,,2.31,,
664,2003-06-30,49.0,54.3,89.7,1875.0,9266.0,130194.0,421750.0,3701500.0,987.9952380952382,20.36238095238095,-501.536,2.11,13751.543,3.5
665,2003-07-31,51.0,57.3,90.9,1885.0,9011.0,130191.0,411500.0,3616250.0,992.5409090909092,19.16136363636364,,2.97,,
666,2003-08-31,53.2,59.1,89.3,1966.0,8896.0,130149.0,400200.0,3596400.0,989.5319047619047,19.274285714285714,,3.42,,
667,2003-09-30,52.4,57.6,87.7,1961.0,8921.0,130254.0,395500.0,3575750.0,1019.4419047619049,19.532380952380954,-500.763,3.26,13985.073,7.0
668,2003-10-31,55.2,58.7,89.6,2012.0,8732.0,130454.0,382000.0,3486250.0,1038.7343478260868,18.023478260869567,,3.28,,
669,2003-11-30,58.4,57.5,93.7,1918.0,8576.0,130474.0,363000.0,3373400.0,1049.8989473684212,17.401052631578946,,3.3,,
670,2003-12-31,60.1,52.3,92.6,1987.0,8317.0,130588.0,358250.0,3270250.0,1080.635909090909,16.826363636363638,-505.355,3.29,14145.645,4.7
671,2004-01-31,60.8,61.2,103.8,1952.0,8370.0,130769.0,360200.0,3148200.0,1132.5175,16.101,,3.15,,
672,2004-02-29,59.9,58.0,94.4,1966.0,8167.0,130825.0,360750.0,3114750.0,1143.3563157894735,15.99842105263158,,3.07,,
673,2004-03-31,60.6,58.3,95.8,2066.0,8491.0,131142.0,342000.0,3046250.0,1123.9782608695652,17.687391304347823,-548.966,2.83,14221.147,2.2
674,2004-04-30,60.6,59.6,94.2,2070.0,8170.0,131411.0,348250.0,3000750.0,1133.0785714285712,15.69857142857143,,3.35,,
675,2004-05-31,61.4,58.5,90.2,2150.0,8212.0,131694.0,336200.0,2975600.0,1102.7814999999998,17.705,,3.72,,
676,2004-06-30,60.5,58.6,95.6,2020.0,8286.0,131793.0,349000.0,2950750.0,1132.757142857143,15.357142857142858,-608.024,3.7,14329.523,3.1
677,2004-07-31,59.9,58.5,96.7,2112.0,8136.0,131848.0,343000.0,2917000.0,1105.8466666666666,15.50238095238095,,3.24,,
678,2004-08-31,58.5,57.3,95.9,2056.0,7990.0,131937.0,340750.0,2891500.0,1088.935,16.68409090909091,,2.85,,
679,2004-09-30,57.4,57.9,94.2,2041.0,7927.0,132093.0,337250.0,2862750.0,1117.6561904761907,14.08095238095238,-636.429,2.52,14464.984,3.8
680,2004-10-31,56.3,58.8,91.7,2097.0,8061.0,132447.0,334000.0,2778000.0,1118.0680952380953,14.973809523809523,,2.34,,
681,2004-11-30,56.2,58.4,92.8,2079.0,7932.0,132503.0,328750.0,2734500.0,1168.937619047619,13.577142857142857,,2.26,,
682,2004-12-31,57.2,56.8,97.1,2082.0,7934.0,132624.0,325250.0,2719000.0,1199.2095454545454,12.459545454545456,-682.881,2.07,14609.876,4.1
683,2005-01-31,56.8,58.0,95.5,2139.0,7784.0,132774.0,343400.0,2723800.0,1181.408,13.438000000000002,,1.94,,
684,2005-02-28,55.5,59.4,94.1,2114.0,7980.0,133032.0,311750.0,2686500.0,1199.626842105263,11.708947368421052,,1.67,,
685,2005-03-31,55.2,58.0,92.6,2062.0,7737.0,133156.0,332000.0,2659500.0,1194.8977272727273,13.126363636363635,-674.59,1.87,14771.602,4.5
686,2005-04-30,52.2,55.6,87.7,2150.0,7672.0,133518.0,323200.0,2604400.0,1164.4276190476187,14.45904761904762,,1.55,,
687,2005-05-31,50.8,55.3,86.9,2085.0,7651.0,133690.0,327000.0,2586250.0,1178.275714285714,13.967619047619044,,1.14,,
688,2005-06-30,52.4,58.1,96.0,2178.0,7524.0,133942.0,325750.0,2600000.0,1202.2531818181815,11.868636363636368,-690.79,0.96,14839.782,1.9
689,2005-07-31,52.8,59.5,96.5,2203.0,7406.0,134296.0,324400.0,2595200.0,1222.237,11.049,,0.92,,
690,2005-08-31,52.4,61.3,89.1,2219.0,7345.0,134498.0,315750.0,2580750.0,1224.2699999999998,12.951304347826085,,0.76,,
691,2005-09-30,56.8,55.7,76.9,2263.0,7553.0,134566.0,382750.0,2716500.0,1225.9147619047621,12.628095238095238,-732.505,0.58,14972.054,3.6
692,2005-10-31,57.2,57.4,74.2,2170.0,7453.0,134655.0,352200.0,2803400.0,1191.9642857142858,14.937619047619048,,0.68,,
693,2005-11-30,56.7,59.1,81.6,2218.0,7566.0,134993.0,317250.0,2701250.0,1237.3685714285714,12.147619047619045,,0.54,,
694,2005-12-31,55.1,59.6,91.5,2120.0,7279.0,135149.0,316400.0,2639400.0,1262.0719047619048,11.26,-786.886,0.31,15066.597,2.6
695,2006-01-31,55.0,56.3,91.2,2212.0,7064.0,135429.0,295750.0,2557000.0,1278.7225000000003,12.035999999999998,,0.13,,
696,2006-02-28,55.8,57.6,86.7,2141.0,7184.0,135737.0,290750.0,2507250.0,1276.6452631578948,12.471052631578948,,0.08,,
697,2006-03-31,54.3,56.9,88.9,2118.0,7072.0,136047.0,301750.0,2455500.0,1293.734782608696,11.69391304347826,-777.158,0.13,15267.026,5.4
698,2006-04-30,55.2,58.4,87.4,1998.0,7120.0,136205.0,303600.0,2401000.0,1302.165263157895,11.84736842105263,,0.2,,
699,2006-05-31,53.7,57.0,79.1,1905.0,6980.0,136244.0,332750.0,2383750.0,1290.0136363636366,14.454545454545455,,0.17,,
700,2006-06-30,52.0,55.2,84.9,1867.0,7001.0,136325.0,305500.0,2408500.0,1253.168181818182,16.91863636363636,-780.585,0.12,15302.705,0.9
701,2006-07-31,53.0,55.6,84.7,1763.0,7175.0,136520.0,318800.0,2449400.0,1260.2345000000003,15.325999999999999,,-0.15,,
702,2006-08-31,53.7,53.9,82.0,1722.0,7091.0,136694.0,314250.0,2466250.0,1287.1495652173912,13.351739130434781,,-0.37,,
703,2006-09-30,52.2,54.5,85.4,1655.0,6847.0,136843.0,316200.0,2446200.0,1317.7429999999997,12.184500000000002,-805.63,-0.53,15326.368,0.6
704,2006-10-31,51.4,54.9,93.6,1570.0,6727.0,136852.0,315500.0,2446250.0,1363.3772727272728,11.306363636363638,,-0.52,,
705,2006-11-30,50.3,54.5,92.1,1535.0,6872.0,137063.0,326250.0,2476000.0,1388.634761904762,10.81761904761905,,-0.65,,
706,2006-12-31,51.4,59.0,91.7,1638.0,6762.0,137249.0,324000.0,2481200.0,1416.4199999999998,10.964500000000001,-720.325,-0.68,15456.928,3.5
707,2007-01-31,49.5,55.6,96.9,1626.0,7116.0,137477.0,317250.0,2524250.0,1424.161,11.0425,,-0.49,,
708,2007-02-28,51.9,54.2,91.3,1598.0,6927.0,137558.0,322750.0,2569250.0,1444.7947368421053,11.155263157894737,,-0.54,,
709,2007-03-31,50.7,52.0,88.4,1596.0,6731.0,137793.0,309400.0,2519000.0,1406.9518181818182,15.162727272727277,-724.314,-0.7,15493.328,0.9
710,2007-04-30,52.6,53.3,87.1,1470.0,6850.0,137842.0,320250.0,2496000.0,1463.6404999999997,12.932999999999998,,-0.56,,
711,2007-05-31,52.5,54.2,88.3,1493.0,6766.0,137993.0,304250.0,2447750.0,1511.136818181818,13.297727272727274,,-0.5,,
712,2007-06-30,52.6,55.3,85.3,1407.0,6979.0,138069.0,315200.0,2482000.0,1514.4895238095237,14.94761904761905,-731.908,-0.15,15582.085,2.3
713,2007-07-31,52.4,53.6,90.4,1361.0,7149.0,138038.0,313250.0,2542250.0,1520.704761904762,17.273333333333333,,-0.26,,
714,2007-08-31,50.9,52.8,83.4,1321.0,7067.0,138015.0,320000.0,2553000.0,1454.616956521739,25.026086956521734,,-0.35,,
715,2007-09-30,51.0,52.5,83.4,1261.0,7170.0,138095.0,313400.0,2537200.0,1497.116315789474,22.198947368421056,-713.796,-0.42,15666.738,2.2
716,2007-10-31,51.1,53.5,80.9,1192.0,7237.0,138174.0,328250.0,2561750.0,1539.6586956521737,19.11565217391305,,-0.23,,
717,2007-11-30,50.5,52.7,76.1,1224.0,7240.0,138284.0,336000.0,2616750.0,1463.3852380952383,25.58238095238095,,-0.34,,
718,2007-12-31,49.0,53.7,75.5,1149.0,7645.0,138392.0,348200.0,2712000.0,1479.2235,21.651000000000003,-703.687,-0.14,15761.967,2.5
719,2008-01-31,50.3,45.0,78.4,1094.0,7685.0,138403.0,338750.0,2798750.0,1378.7638095238096,25.816190476190474,,-0.2,,
720,2008-02-29,47.6,49.9,70.8,1014.0,7497.0,138324.0,346750.0,2844250.0,1354.8725,25.455999999999996,,0.76,,
721,2008-03-31,48.3,49.4,69.5,967.0,7822.0,138275.0,363400.0,2912800.0,1316.943,27.103500000000004,-756.179,0.9,15671.383,-2.3
722,2008-04-30,48.8,51.8,62.6,1008.0,7637.0,138035.0,359500.0,2964000.0,1370.4690909090907,21.562727272727273,,1.4,,
